WormGEMid	GeneID1
insc-1	V3C99_010811
NNNNNN	V3C99_010812
ndub-8	V3C99_010815
ing-3	V3C99_010816
hda-10	V3C99_010817
NNNNNN	V3C99_010819
NNNNNN	V3C99_010819
cog-1	V3C99_010821
hda-5	V3C99_010823
patr-1	V3C99_010824
NNNNNN	V3C99_010825
eif-3.B	V3C99_010826
NNNNNN	V3C99_010827
NNNNNN	V3C99_010828
NNNNNN	V3C99_010830
klp-3	V3C99_010831
arrd-6	V3C99_010832
NNNNNN	V3C99_010833
NNNNNN	V3C99_010834
NNNNNN	V3C99_010837
NNNNNN	V3C99_010838
rpl-32	V3C99_010841
tag-151	V3C99_010847
Y53F4B.21	V3C99_010848
NNNNNN	V3C99_010849
NNNNNN	V3C99_010850
NNNNNN	V3C99_010851
jmjd-2	V3C99_010852
men-1	V3C99_010853
Y48B6A.13	V3C99_010855
pinn-1	V3C99_010856
NNNNNN	V3C99_010857
NNNNNN	V3C99_010858
mks-2	V3C99_010859
NNNNNN	V3C99_010860
trpp-5	V3C99_010861
polg-1	V3C99_010862
dnj-9	V3C99_010865
F11G11.5	V3C99_010866
npr-31	V3C99_010869
NNNNNN	V3C99_010871
fust-1	V3C99_010874
tdc-1	V3C99_010875
NNNNNN	V3C99_010878
NNNNNN	V3C99_010879
NNNNNN	V3C99_010880
NNNNNN	V3C99_010882
NNNNNN	V3C99_010882
dep-1	V3C99_010883
pink-1	V3C99_010885
brap-2	V3C99_010886
NNNNNN	V3C99_010887
aka-1	V3C99_010891
ubc-6	V3C99_010892
lin-61	V3C99_010893
NNNNNN	V3C99_010894
Y48C3A.18	V3C99_010896
piga-1	V3C99_010897
atg-10	V3C99_010898
vab-9	V3C99_010899
NNNNNN	V3C99_010900
NNNNNN	V3C99_010901
NNNNNN	V3C99_010902
NNNNNN	V3C99_010903
NNNNNN	V3C99_010904
eif-2Bepsilon	V3C99_010909
etc-1	V3C99_010910
gldi-7	V3C99_010911
srgp-1	V3C99_010913
C30B5.2	V3C99_010914
NNNNNN	V3C99_010916
hlh-6	V3C99_010917
B0334.4	V3C99_010919
metr-1	V3C99_010919
B0334.5	V3C99_010921
NNNNNN	V3C99_010922
spv-1	V3C99_010924
zipt-2.3	V3C99_010925
NNNNNN	V3C99_010926
NNNNNN	V3C99_010939
algn-3	V3C99_010940
cacn-1	V3C99_010941
NNNNNN	V3C99_010942
alh-7	V3C99_010943
NNNNNN	V3C99_010944
NNNNNN	V3C99_010946
NNNNNN	V3C99_010947
best-23	V3C99_010948
smc-3	V3C99_010949
vps-15	V3C99_010950
NNNNNN	V3C99_010951
pbs-6	V3C99_010954
laf-1	V3C99_010955
C54C6.6	V3C99_010957
otub-3	V3C99_010958
vhp-1	V3C99_010959
mig-5	V3C99_010960
cct-1	V3C99_010961
NNNNNN	V3C99_010962
eif-3.L	V3C99_010963
clec-87	V3C99_010966
clec-91	V3C99_010966
NNNNNN	V3C99_010966
clec-88	V3C99_010966
NNNNNN	V3C99_010969
suca-1	V3C99_010971
NNNNNN	V3C99_010975
R53.4	V3C99_010976
dtmk-1	V3C99_010977
egl-43	V3C99_010978
NNNNNN	V3C99_010979
B0432.8	V3C99_010980
trul-1	V3C99_010981
R06F6.8	V3C99_010982
NNNNNN	V3C99_010983
NNNNNN	V3C99_010983
NNNNNN	V3C99_010985
acr-14	V3C99_010986
NNNNNN	V3C99_010987
NNNNNN	V3C99_010989
srpa-72	V3C99_010991
cey-1	V3C99_010995
nmy-2	V3C99_010996
NNNNNN	V3C99_010998
gpcp-2	V3C99_011000
NNNNNN	V3C99_011005
mfsd-10	V3C99_011006
NNNNNN	V3C99_011007
ifb-1	V3C99_011011
dhcr-24	V3C99_011012
decr-1.1	V3C99_011015
suf-1	V3C99_011017
rpl-26	V3C99_011019
cpf-1	V3C99_011020
NNNNNN	V3C99_011021
pigg-1	V3C99_011022
prp-9	V3C99_011023
F22B5.10	V3C99_011025
fars-3	V3C99_011026
hacl-1	V3C99_011030
NNNNNN	V3C99_011033
W10D9.3	V3C99_011034
pole-4	V3C99_011035
oct-2	V3C99_011036
pch-2	V3C99_011037
ctns-1	V3C99_011038
F10B5.2	V3C99_011039
tub-1	V3C99_011040
tmem-138	V3C99_011041
gsy-1	V3C99_011042
C33F10.14	V3C99_011043
tub-1	V3C99_011045
tmem-138	V3C99_011046
C33F10.14	V3C99_011047
C33F10.14	V3C99_011048
dgk-5	V3C99_011050
NNNNNN	V3C99_011052
K02F3.2	V3C99_011053
hsp-16.41	V3C99_011055
hsp-16.48	V3C99_011055
hsp-16.49	V3C99_011055
klp-7	V3C99_011056
NNNNNN	V3C99_011057
nphp-1	V3C99_011058
NNNNNN	V3C99_011059
tsp-17	V3C99_011061
snu-13	V3C99_011062
rsp-7	V3C99_011063
mecr-1	V3C99_011064
mecr-1	V3C99_011065
ruvb-2	V3C99_011066
spsb-1	V3C99_011069
Y54G11A.2	V3C99_011071
tomm-40	V3C99_011072
NNNNNN	V3C99_011073
smc-5	V3C99_011077
NNNNNN	V3C99_011078
NNNNNN	V3C99_011079
cwn-1	V3C99_011080
NNNNNN	V3C99_011081
T24B8.7	V3C99_011082
chmp-7	V3C99_011083
C06A8.6	V3C99_011084
cki-2	V3C99_011085
NNNNNN	V3C99_011086
NNNNNN	V3C99_011087
NNNNNN	V3C99_011088
NNNNNN	V3C99_011093
B0252.3	V3C99_011097
asm-1	V3C99_011098
NNNNNN	V3C99_011102
NNNNNN	V3C99_011103
NNNNNN	V3C99_011104
NNNNNN	V3C99_011105
glt-1	V3C99_011106
zfp-2	V3C99_011107
zfp-2	V3C99_011109
NNNNNN	V3C99_011116
aly-1	V3C99_011118
aly-2	V3C99_011118
aly-3	V3C99_011118
NNNNNN	V3C99_011119
ptp-2	V3C99_011120
NNNNNN	V3C99_011121
NNNNNN	V3C99_011122
E02H1.1	V3C99_011126
snt-6	V3C99_011130
NNNNNN	V3C99_011131
mksr-1	V3C99_011135
F58F12.1	V3C99_011137
NNNNNN	V3C99_011139
tab-1	V3C99_011141
pfd-6	V3C99_011142
NNNNNN	V3C99_011144
K02C4.3	V3C99_011145
Y17G7B.18	V3C99_011146
NNNNNN	V3C99_011147
shk-1	V3C99_011148
aqp-10	V3C99_011149
clh-2	V3C99_011154
ndub-2	V3C99_011157
F44G4.1	V3C99_011158
ZK1127.5	V3C99_011160
rab-6.2	V3C99_011161
NNNNNN	V3C99_011162
NNNNNN	V3C99_011168
NNNNNN	V3C99_011169
NNNNNN	V3C99_011170
damt-1	V3C99_011171
zipt-3	V3C99_011172
C18A3.3	V3C99_011173
mrps-18.C	V3C99_011174
T14B4.1	V3C99_011175
NNNNNN	V3C99_011176
nfi-1	V3C99_011179
cpn-2	V3C99_011180
scc-2	V3C99_011182
F19C7.2	V3C99_011183
F19C7.4	V3C99_011183
tex-2	V3C99_011184
mks-5	V3C99_011185
rpl-30	V3C99_011187
C50D2.2	V3C99_011188
etr-1	V3C99_011189
col-77	V3C99_011190
vps-2	V3C99_011201
NNNNNN	V3C99_011205
NNNNNN	V3C99_011206
C07B5.4	V3C99_011207
enol-1	V3C99_011208
mrpl-50	V3C99_011209
aly-1	V3C99_011211
aly-2	V3C99_011211
aly-3	V3C99_011211
NNNNNN	V3C99_011212
chd-3	V3C99_011215
let-418	V3C99_011215
H20J04.4	V3C99_011218
pfd-2	V3C99_011219
scly-1	V3C99_011220
bpl-1	V3C99_011222
F13H8.2	V3C99_011223
NNNNNN	V3C99_011226
pisy-1	V3C99_011227
snrp-200	V3C99_011228
NNNNNN	V3C99_011229
NNNNNN	V3C99_011231
NNNNNN	V3C99_011233
NNNNNN	V3C99_011235
T06D8.2	V3C99_011237
malt-1	V3C99_011239
NNNNNN	V3C99_011240
ile-2	V3C99_011241
alh-8	V3C99_011242
mdt-31	V3C99_011243
C27D8.1	V3C99_011244
Y39G8C.2	V3C99_011244
F53C3.1	V3C99_011244
NNNNNN	V3C99_011251
frh-1	V3C99_011252
egl-44	V3C99_011255
vrk-1	V3C99_011256
vrk-1	V3C99_011257
egl-44	V3C99_011258
NNNNNN	V3C99_011261
top-2	V3C99_011263
ptr-20	V3C99_011265
NNNNNN	V3C99_011266
NNNNNN	V3C99_011268
top-2	V3C99_011270
Y48C3A.3	V3C99_011272
dph-5	V3C99_011273
mrpl-23	V3C99_011274
pigm-1	V3C99_011275
F18H3.1	V3C99_011276
rfip-1	V3C99_011280
Y57A10A.31	V3C99_011281
F59G1.4	V3C99_011282
F14E5.2	V3C99_011284
NNNNNN	V3C99_011287
NNNNNN	V3C99_011288
NNNNNN	V3C99_011289
arl-3	V3C99_011291
NNNNNN	V3C99_011292
pfs-2	V3C99_011295
mrpl-20	V3C99_011296
sam-10	V3C99_011297
sam-10	V3C99_011298
mac-1	V3C99_011299
imb-2	V3C99_011300
shw-1	V3C99_011301
vha-20	V3C99_011302
ran-3	V3C99_011303
C26D10.3	V3C99_011304
efl-3	V3C99_011307
NNNNNN	V3C99_011308
mth-2	V3C99_011309
NNNNNN	V3C99_011310
NNNNNN	V3C99_011313
D1069.3	V3C99_011314
NNNNNN	V3C99_011320
NNNNNN	V3C99_011321
abts-3	V3C99_011324
raga-1	V3C99_011325
saps-1	V3C99_011326
T01B7.5	V3C99_011327
NNNNNN	V3C99_011329
gpx-1	V3C99_011331
gpx-2	V3C99_011331
NNNNNN	V3C99_011332
NNNNNN	V3C99_011332
aakg-2	V3C99_011335
NNNNNN	V3C99_011338
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011339
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011341
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011345
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011346
NNNNNN	V3C99_011347
adal-1	V3C99_011350
NNNNNN	V3C99_011352
NNNNNN	V3C99_011353
rsp-4	V3C99_011355
ndx-6	V3C99_011356
npl-4.1	V3C99_011357
npl-4.2	V3C99_011357
rog-1	V3C99_011358
C25G4.2	V3C99_011359
dnj-13	V3C99_011360
F54D5.7	V3C99_011361
syd-1	V3C99_011362
gst-5	V3C99_011365
gst-6	V3C99_011365
gst-7	V3C99_011365
gst-8	V3C99_011365
gst-9	V3C99_011365
gst-30	V3C99_011365
gst-38	V3C99_011365
gst-5	V3C99_011366
gst-6	V3C99_011366
gst-7	V3C99_011366
gst-8	V3C99_011366
gst-9	V3C99_011366
gst-30	V3C99_011366
gst-38	V3C99_011366
NNNNNN	V3C99_011367
gst-5	V3C99_011368
gst-6	V3C99_011368
gst-7	V3C99_011368
gst-8	V3C99_011368
gst-9	V3C99_011368
gst-30	V3C99_011368
gst-38	V3C99_011368
gst-5	V3C99_011369
gst-6	V3C99_011369
gst-7	V3C99_011369
gst-8	V3C99_011369
gst-9	V3C99_011369
gst-30	V3C99_011369
gst-38	V3C99_011369
gst-5	V3C99_011370
gst-6	V3C99_011370
gst-7	V3C99_011370
gst-8	V3C99_011370
gst-9	V3C99_011370
gst-30	V3C99_011370
gst-38	V3C99_011370
gst-5	V3C99_011372
gst-6	V3C99_011372
gst-7	V3C99_011372
gst-8	V3C99_011372
gst-9	V3C99_011372
gst-30	V3C99_011372
gst-38	V3C99_011372
btbd-10	V3C99_011373
sft-1	V3C99_011375
NNNNNN	V3C99_011376
NNNNNN	V3C99_011377
paic-1	V3C99_011381
NNNNNN	V3C99_011388
NNNNNN	V3C99_011389
NNNNNN	V3C99_011390
NNNNNN	V3C99_011391
NNNNNN	V3C99_011392
hmgr-1	V3C99_011395
NNNNNN	V3C99_011398
mak-1	V3C99_011399
NNNNNN	V3C99_011400
rer-1	V3C99_011402
F46C5.9	V3C99_011403
sul-2	V3C99_011419
glr-4	V3C99_011423
NNNNNN	V3C99_011424
NNNNNN	V3C99_011424
R53.5	V3C99_011430
T02G5.7	V3C99_011431
kat-1	V3C99_011432
cnt-1	V3C99_011433
ippk-1	V3C99_011434
nadk-2	V3C99_011436
phdh-1	V3C99_011439
che-10	V3C99_011440
C05D12.1	V3C99_011441
T19D12.6	V3C99_011451
hum-6	V3C99_011454
NNNNNN	V3C99_011457
NNNNNN	V3C99_011461
NNNNNN	V3C99_011462
ador-1	V3C99_011463
myo-1	V3C99_011464
unc-54	V3C99_011464
emc-1	V3C99_011465
tag-65	V3C99_011466
unc-130	V3C99_011470
unc-130	V3C99_011476
NNNNNN	V3C99_011477
inf-1	V3C99_011480
cyn-11	V3C99_011481
rab-21	V3C99_011483
C47G2.4	V3C99_011484
atp-4	V3C99_011486
C47G2.3	V3C99_011487
shn-1	V3C99_011492
NNNNNN	V3C99_011495
nep-11	V3C99_011498
ephx-1	V3C99_011509
NNNNNN	V3C99_011511
NNNNNN	V3C99_011511
NNNNNN	V3C99_011513
ect-2	V3C99_011527
C15F1.1	V3C99_011529
unc-104	V3C99_011530
Y49F6B.2	V3C99_011530
gldi-1	V3C99_011533
asg-1	V3C99_011535
asg-2	V3C99_011535
Y53C12A.3	V3C99_011536
atad-3	V3C99_011537
dyrb-1	V3C99_011538
asg-1	V3C99_011542
asg-2	V3C99_011542
gldi-1	V3C99_011543
Y48G8AL.13	V3C99_011543
NNNNNN	V3C99_011544
NNNNNN	V3C99_011545
NNNNNN	V3C99_011547
NNNNNN	V3C99_011548
lig-1	V3C99_011549
chhy-1	V3C99_011552
chhy-1	V3C99_011553
R151.10	V3C99_011555
R151.10	V3C99_011557
pir-1	V3C99_011560
NNNNNN	V3C99_011561
NNNNNN	V3C99_011561
ptc-1	V3C99_011564
his-1	V3C99_011565
his-5	V3C99_011565
his-10	V3C99_011565
his-14	V3C99_011565
his-18	V3C99_011565
his-26	V3C99_011565
his-28	V3C99_011565
his-31	V3C99_011565
his-37	V3C99_011565
his-38	V3C99_011565
his-46	V3C99_011565
his-50	V3C99_011565
his-56	V3C99_011565
his-60	V3C99_011565
his-64	V3C99_011565
his-67	V3C99_011565
his-2	V3C99_011566
his-6	V3C99_011566
his-9	V3C99_011566
his-13	V3C99_011566
his-17	V3C99_011566
his-25	V3C99_011566
his-27	V3C99_011566
his-32	V3C99_011566
his-40	V3C99_011566
his-42	V3C99_011566
his-45	V3C99_011566
his-49	V3C99_011566
his-55	V3C99_011566
his-59	V3C99_011566
his-63	V3C99_011566
NNNNNN	V3C99_011566
his-71	V3C99_011566
his-72	V3C99_011566
NNNNNN	V3C99_011566
NNNNNN	V3C99_011566
his-3	V3C99_011567
his-7	V3C99_011567
his-12	V3C99_011567
his-16	V3C99_011567
his-19	V3C99_011567
his-21	V3C99_011567
his-30	V3C99_011567
his-33	V3C99_011567
his-35	V3C99_011567
his-43	V3C99_011567
his-47	V3C99_011567
his-51	V3C99_011567
his-53	V3C99_011567
his-57	V3C99_011567
his-61	V3C99_011567
his-65	V3C99_011567
his-68	V3C99_011567
his-2	V3C99_011568
his-6	V3C99_011568
his-9	V3C99_011568
his-13	V3C99_011568
his-17	V3C99_011568
his-25	V3C99_011568
his-27	V3C99_011568
his-32	V3C99_011568
his-40	V3C99_011568
his-42	V3C99_011568
his-45	V3C99_011568
his-49	V3C99_011568
his-55	V3C99_011568
his-59	V3C99_011568
his-63	V3C99_011568
NNNNNN	V3C99_011568
his-71	V3C99_011568
his-72	V3C99_011568
NNNNNN	V3C99_011568
NNNNNN	V3C99_011568
his-1	V3C99_011569
his-5	V3C99_011569
his-10	V3C99_011569
his-14	V3C99_011569
his-18	V3C99_011569
his-26	V3C99_011569
his-28	V3C99_011569
his-31	V3C99_011569
his-37	V3C99_011569
his-38	V3C99_011569
his-46	V3C99_011569
his-50	V3C99_011569
his-56	V3C99_011569
his-60	V3C99_011569
his-64	V3C99_011569
his-67	V3C99_011569
his-3	V3C99_011570
his-7	V3C99_011570
his-12	V3C99_011570
his-16	V3C99_011570
his-19	V3C99_011570
his-21	V3C99_011570
his-30	V3C99_011570
his-33	V3C99_011570
his-35	V3C99_011570
his-43	V3C99_011570
his-47	V3C99_011570
his-51	V3C99_011570
his-53	V3C99_011570
his-57	V3C99_011570
his-61	V3C99_011570
his-65	V3C99_011570
his-68	V3C99_011570
his-2	V3C99_011571
his-6	V3C99_011571
his-9	V3C99_011571
his-13	V3C99_011571
his-17	V3C99_011571
his-25	V3C99_011571
his-27	V3C99_011571
his-32	V3C99_011571
his-40	V3C99_011571
his-42	V3C99_011571
his-45	V3C99_011571
his-49	V3C99_011571
his-55	V3C99_011571
his-59	V3C99_011571
his-63	V3C99_011571
NNNNNN	V3C99_011571
his-71	V3C99_011571
his-72	V3C99_011571
NNNNNN	V3C99_011571
NNNNNN	V3C99_011571
ptc-1	V3C99_011573
NNNNNN	V3C99_011577
NNNNNN	V3C99_011577
pir-1	V3C99_011578
R151.10	V3C99_011581
his-4	V3C99_011582
his-8	V3C99_011582
his-11	V3C99_011582
his-15	V3C99_011582
his-20	V3C99_011582
his-22	V3C99_011582
his-29	V3C99_011582
his-34	V3C99_011582
his-39	V3C99_011582
his-41	V3C99_011582
his-44	V3C99_011582
his-48	V3C99_011582
his-52	V3C99_011582
his-54	V3C99_011582
his-58	V3C99_011582
his-62	V3C99_011582
his-66	V3C99_011582
his-3	V3C99_011583
his-7	V3C99_011583
his-12	V3C99_011583
his-16	V3C99_011583
his-19	V3C99_011583
his-21	V3C99_011583
his-30	V3C99_011583
his-33	V3C99_011583
his-35	V3C99_011583
his-43	V3C99_011583
his-47	V3C99_011583
his-51	V3C99_011583
his-53	V3C99_011583
his-57	V3C99_011583
his-61	V3C99_011583
his-65	V3C99_011583
his-68	V3C99_011583
his-1	V3C99_011584
his-5	V3C99_011584
his-10	V3C99_011584
his-14	V3C99_011584
his-18	V3C99_011584
his-26	V3C99_011584
his-28	V3C99_011584
his-31	V3C99_011584
his-37	V3C99_011584
his-38	V3C99_011584
his-46	V3C99_011584
his-50	V3C99_011584
his-56	V3C99_011584
his-60	V3C99_011584
his-64	V3C99_011584
his-67	V3C99_011584
his-2	V3C99_011585
his-6	V3C99_011585
his-9	V3C99_011585
his-13	V3C99_011585
his-17	V3C99_011585
his-25	V3C99_011585
his-27	V3C99_011585
his-32	V3C99_011585
his-40	V3C99_011585
his-42	V3C99_011585
his-45	V3C99_011585
his-49	V3C99_011585
his-55	V3C99_011585
his-59	V3C99_011585
his-63	V3C99_011585
NNNNNN	V3C99_011585
his-71	V3C99_011585
his-72	V3C99_011585
NNNNNN	V3C99_011585
NNNNNN	V3C99_011585
his-1	V3C99_011586
his-5	V3C99_011586
his-10	V3C99_011586
his-14	V3C99_011586
his-18	V3C99_011586
his-26	V3C99_011586
his-28	V3C99_011586
his-31	V3C99_011586
his-37	V3C99_011586
his-38	V3C99_011586
his-46	V3C99_011586
his-50	V3C99_011586
his-56	V3C99_011586
his-60	V3C99_011586
his-64	V3C99_011586
his-67	V3C99_011586
his-3	V3C99_011587
his-7	V3C99_011587
his-12	V3C99_011587
his-16	V3C99_011587
his-19	V3C99_011587
his-21	V3C99_011587
his-30	V3C99_011587
his-33	V3C99_011587
his-35	V3C99_011587
his-43	V3C99_011587
his-47	V3C99_011587
his-51	V3C99_011587
his-53	V3C99_011587
his-57	V3C99_011587
his-61	V3C99_011587
his-65	V3C99_011587
his-68	V3C99_011587
his-2	V3C99_011588
his-6	V3C99_011588
his-9	V3C99_011588
his-13	V3C99_011588
his-17	V3C99_011588
his-25	V3C99_011588
his-27	V3C99_011588
his-32	V3C99_011588
his-40	V3C99_011588
his-42	V3C99_011588
his-45	V3C99_011588
his-49	V3C99_011588
his-55	V3C99_011588
his-59	V3C99_011588
his-63	V3C99_011588
NNNNNN	V3C99_011588
his-71	V3C99_011588
his-72	V3C99_011588
NNNNNN	V3C99_011588
NNNNNN	V3C99_011588
his-3	V3C99_011589
his-7	V3C99_011589
his-12	V3C99_011589
his-16	V3C99_011589
his-19	V3C99_011589
his-21	V3C99_011589
his-30	V3C99_011589
his-33	V3C99_011589
his-35	V3C99_011589
his-43	V3C99_011589
his-47	V3C99_011589
his-51	V3C99_011589
his-53	V3C99_011589
his-57	V3C99_011589
his-61	V3C99_011589
his-65	V3C99_011589
his-68	V3C99_011589
his-2	V3C99_011590
his-6	V3C99_011590
his-9	V3C99_011590
his-13	V3C99_011590
his-17	V3C99_011590
his-25	V3C99_011590
his-27	V3C99_011590
his-32	V3C99_011590
his-40	V3C99_011590
his-42	V3C99_011590
his-45	V3C99_011590
his-49	V3C99_011590
his-55	V3C99_011590
his-59	V3C99_011590
his-63	V3C99_011590
NNNNNN	V3C99_011590
his-71	V3C99_011590
his-72	V3C99_011590
NNNNNN	V3C99_011590
NNNNNN	V3C99_011590
his-1	V3C99_011591
his-5	V3C99_011591
his-10	V3C99_011591
his-14	V3C99_011591
his-18	V3C99_011591
his-26	V3C99_011591
his-28	V3C99_011591
his-31	V3C99_011591
his-37	V3C99_011591
his-38	V3C99_011591
his-46	V3C99_011591
his-50	V3C99_011591
his-56	V3C99_011591
his-60	V3C99_011591
his-64	V3C99_011591
his-67	V3C99_011591
his-2	V3C99_011592
his-6	V3C99_011592
his-9	V3C99_011592
his-13	V3C99_011592
his-17	V3C99_011592
his-25	V3C99_011592
his-27	V3C99_011592
his-32	V3C99_011592
his-40	V3C99_011592
his-42	V3C99_011592
his-45	V3C99_011592
his-49	V3C99_011592
his-55	V3C99_011592
his-59	V3C99_011592
his-63	V3C99_011592
NNNNNN	V3C99_011592
his-71	V3C99_011592
his-72	V3C99_011592
NNNNNN	V3C99_011592
NNNNNN	V3C99_011592
his-1	V3C99_011593
his-5	V3C99_011593
his-10	V3C99_011593
his-14	V3C99_011593
his-18	V3C99_011593
his-26	V3C99_011593
his-28	V3C99_011593
his-31	V3C99_011593
his-37	V3C99_011593
his-38	V3C99_011593
his-46	V3C99_011593
his-50	V3C99_011593
his-56	V3C99_011593
his-60	V3C99_011593
his-64	V3C99_011593
his-67	V3C99_011593
his-2	V3C99_011594
his-6	V3C99_011594
his-9	V3C99_011594
his-13	V3C99_011594
his-17	V3C99_011594
his-25	V3C99_011594
his-27	V3C99_011594
his-32	V3C99_011594
his-40	V3C99_011594
his-42	V3C99_011594
his-45	V3C99_011594
his-49	V3C99_011594
his-55	V3C99_011594
his-59	V3C99_011594
his-63	V3C99_011594
NNNNNN	V3C99_011594
his-71	V3C99_011594
his-72	V3C99_011594
NNNNNN	V3C99_011594
NNNNNN	V3C99_011594
pld-1	V3C99_011596
T06D8.9	V3C99_011598
NNNNNN	V3C99_011599
NNNNNN	V3C99_011600
NNNNNN	V3C99_011601
NNNNNN	V3C99_011604
utp-20	V3C99_011605
NNNNNN	V3C99_011606
NNNNNN	V3C99_011608
NNNNNN	V3C99_011609
NNNNNN	V3C99_011614
Y53C12B.1	V3C99_011615
pno-1	V3C99_011616
NNNNNN	V3C99_011617
NNNNNN	V3C99_011620
NNNNNN	V3C99_011621
NNNNNN	V3C99_011623
pmp-2	V3C99_011624
T01D1.4	V3C99_011626
NNNNNN	V3C99_011632
pas-7	V3C99_011633
let-858	V3C99_011634
NNNNNN	V3C99_011637
NNNNNN	V3C99_011641
dhs-28	V3C99_011642
NNNNNN	V3C99_011643
W03C9.6	V3C99_011645
F10G7.10	V3C99_011646
NNNNNN	V3C99_011647
NNNNNN	V3C99_011651
NNNNNN	V3C99_011652
NNNNNN	V3C99_011653
ctsa-1.1	V3C99_011654
ctsa-1.1	V3C99_011661
mrpl-10	V3C99_011662
Y17G7B.12	V3C99_011663
NNNNNN	V3C99_011664
NNNNNN	V3C99_011665
dhps-1	V3C99_011666
Y17G7B.3	V3C99_011667
ash-2	V3C99_011668
ctsa-1.2	V3C99_011669
cpb-1	V3C99_011670
ehs-1	V3C99_011671
NNNNNN	V3C99_011673
NNNNNN	V3C99_011674
sptl-1	V3C99_011675
tre-5	V3C99_011676
ascc-1	V3C99_011677
NNNNNN	V3C99_011678
acp-2	V3C99_011679
vha-13	V3C99_011680
T01H3.2	V3C99_011682
vha-4	V3C99_011683
clh-5	V3C99_011685
snpc-1.1	V3C99_011686
F31E8.4	V3C99_011688
mthf-1	V3C99_011690
lat-1	V3C99_011692
ddx-19	V3C99_011694
NNNNNN	V3C99_011695
NNNNNN	V3C99_011697
NNNNNN	V3C99_011698
NNNNNN	V3C99_011699
C32D5.8	V3C99_011704
trx-5	V3C99_011704
T20D4.7	V3C99_011704
pyc-1	V3C99_011705
NNNNNN	V3C99_011706
spon-1	V3C99_011707
btf-1	V3C99_011708
dhs-14	V3C99_011711
dhs-15	V3C99_011711
dhs-23	V3C99_011711
C01G12.5	V3C99_011711
D1054.8	V3C99_011711
F02C12.2	V3C99_011711
F25D1.5	V3C99_011711
F26D2.15	V3C99_011711
F28H7.2	V3C99_011711
C06E4.3	V3C99_011711
C06E4.6	V3C99_011711
R05D8.7	V3C99_011711
R05D8.9	V3C99_011711
T01G6.1	V3C99_011711
T01G6.10	V3C99_011711
W03F9.9	V3C99_011711
nta-1	V3C99_011711
ZK1067.4	V3C99_011714
asp-3	V3C99_011715
NNNNNN	V3C99_011716
dhs-14	V3C99_011718
dhs-15	V3C99_011718
dhs-23	V3C99_011718
C01G12.5	V3C99_011718
D1054.8	V3C99_011718
F02C12.2	V3C99_011718
F25D1.5	V3C99_011718
F26D2.15	V3C99_011718
F28H7.2	V3C99_011718
C06E4.3	V3C99_011718
C06E4.6	V3C99_011718
R05D8.7	V3C99_011718
R05D8.9	V3C99_011718
T01G6.1	V3C99_011718
T01G6.10	V3C99_011718
nta-1	V3C99_011718
NNNNNN	V3C99_011741
NNNNNN	V3C99_011742
C17H12.3	V3C99_011742
NNNNNN	V3C99_011742
Y51H7C.7	V3C99_011743
M05D6.2	V3C99_011744
R04F11.2	V3C99_011745
F47B7.2	V3C99_011748
NNNNNN	V3C99_011749
NNNNNN	V3C99_011751
NNNNNN	V3C99_011752
osta-2	V3C99_011756
tiar-1	V3C99_011757
NNNNNN	V3C99_011758
marc-3	V3C99_011759
zyg-9	V3C99_011760
thoc-1	V3C99_011761
T02H6.1	V3C99_011762
rfip-2	V3C99_011763
npp-2	V3C99_011766
acdh-9	V3C99_011767
NNNNNN	V3C99_011773
puf-12	V3C99_011774
NNNNNN	V3C99_011775
NNNNNN	V3C99_011776
NNNNNN	V3C99_011781
NNNNNN	V3C99_011782
NNNNNN	V3C99_011784
nmur-2	V3C99_011787
T02G5.3	V3C99_011788
NNNNNN	V3C99_011789
atgp-2	V3C99_011790
NNNNNN	V3C99_011791
mut-7	V3C99_011796
ZK1098.3	V3C99_011796
lgg-1	V3C99_011801
NNNNNN	V3C99_011807
NNNNNN	V3C99_011808
NNNNNN	V3C99_011810
ubxn-3	V3C99_011811
rsr-2	V3C99_011813
sinh-1	V3C99_011814
NNNNNN	V3C99_011819
mrps-22	V3C99_011822
algn-9	V3C99_011823
crn-3	V3C99_011824
