	WormGEMid	GeneID1
15610	NNNNNN	V3C99_009793
15611	NNNNNN	V3C99_009793
15612	NNNNNN	V3C99_009793
15613	NNNNNN	V3C99_009793
15614	NNNNNN	V3C99_009793
15615	NNNNNN	V3C99_009793
15616	NNNNNN	V3C99_009793
15617	NNNNNN	V3C99_009793
15620	NNNNNN	V3C99_009794
15623	NNNNNN	V3C99_009794
15624	NNNNNN	V3C99_009794
15625	NNNNNN	V3C99_009794
15626	NNNNNN	V3C99_009794
15627	NNNNNN	V3C99_009794
15628	NNNNNN	V3C99_009794
15629	NNNNNN	V3C99_009794
15630	NNNNNN	V3C99_009794
15631	NNNNNN	V3C99_009794
15632	NNNNNN	V3C99_009794
15634	NNNNNN	V3C99_009795
15636	NNNNNN	V3C99_009797
15638	T11G6.2	V3C99_009799
15639	T11G6.3	V3C99_009799
15641	C50B6.9	V3C99_009800
15642	alh-3	V3C99_009801
15643	tkt-1	V3C99_009802
15644	dnj-15	V3C99_009803
15645	rnp-2	V3C99_009804
15647	M18.6	V3C99_009805
15648	mak-2	V3C99_009806
15649	NNNNNN	V3C99_009807
15650	ced-10	V3C99_009808
15651	rac-2	V3C99_009808
15653	tsg-101	V3C99_009809
15654	unc-33	V3C99_009810
15656	dhp-2	V3C99_009811
15659	rrp-1	V3C99_009813
15660	NNNNNN	V3C99_009814
15661	NNNNNN	V3C99_009815
15664	NNNNNN	V3C99_009818
15665	gfat-1	V3C99_009819
15666	gfat-2	V3C99_009819
15670	ltah-1.2	V3C99_009824
15671	ltah-1.1	V3C99_009825
15672	C42C1.13	V3C99_009826
15675	hpo-12	V3C99_009828
15676	F47B8.10	V3C99_009829
15677	C42C1.19	V3C99_009829
15678	erl-1	V3C99_009830
15679	tbc-9	V3C99_009833
15680	NNNNNN	V3C99_009834
15681	NNNNNN	V3C99_009835
15682	kvs-5	V3C99_009836
15683	ivd-1	V3C99_009837
15690	NNNNNN	V3C99_009845
15691	T13F2.2	V3C99_009847
15692	pis-1	V3C99_009848
15693	pis-1	V3C99_009849
15697	NNNNNN	V3C99_009850
15702	NNNNNN	V3C99_009851
15704	NNNNNN	V3C99_009852
15707	tni-4	V3C99_009854
15708	ceh-36	V3C99_009855
15710	NNNNNN	V3C99_009858
15712	NNNNNN	V3C99_009859
15714	NNNNNN	V3C99_009860
15721	NNNNNN	V3C99_009865
15723	NNNNNN	V3C99_009867
15724	R05G6.9	V3C99_009868
15727	NNNNNN	V3C99_009871
15728	NNNNNN	V3C99_009872
15729	maph-9	V3C99_009873
15731	col-119	V3C99_009875
15732	NNNNNN	V3C99_009875
15734	NNNNNN	V3C99_009884
15735	dnc-1	V3C99_009885
15745	NNNNNN	V3C99_009899
15746	NNNNNN	V3C99_009900
15747	spat-1	V3C99_009902
15748	C04H5.1	V3C99_009903
15749	elo-2	V3C99_009904
15752	NNNNNN	V3C99_009907
15753	NNNNNN	V3C99_009908
15755	NNNNNN	V3C99_009909
15757	NNNNNN	V3C99_009910
15759	mca-2	V3C99_009911
15760	glt-3	V3C99_009912
15761	NNNNNN	V3C99_009914
15762	ipla-6	V3C99_009915
15763	atgp-1	V3C99_009916
15774	nish-1	V3C99_009934
15775	F13E9.11	V3C99_009935
15777	apa-2	V3C99_009940
15780	NNNNNN	V3C99_009942
15782	hmit-1.3	V3C99_009945
15783	NNNNNN	V3C99_009946
15784	NNNNNN	V3C99_009947
15877	NNNNNN	V3C99_009959
15910	NNNNNN	V3C99_009960
15943	NNNNNN	V3C99_009961
15979	NNNNNN	V3C99_009964
16014	NNNNNN	V3C99_009967
16047	NNNNNN	V3C99_009969
16080	NNNNNN	V3C99_009970
16087	ndua-12	V3C99_009973
16088	ubxn-2	V3C99_009974
16089	nhx-3	V3C99_009975
16090	nhx-9	V3C99_009975
16091	NNNNNN	V3C99_009976
16092	NNNNNN	V3C99_009977
16094	NNNNNN	V3C99_009979
16096	NNNNNN	V3C99_009982
16097	lron-2	V3C99_009984
16098	NNNNNN	V3C99_009986
16099	Y94H6A.7	V3C99_009987
16100	Y94H6A.12	V3C99_009988
16101	NNNNNN	V3C99_009989
16102	NNNNNN	V3C99_009990
16104	dyf-18	V3C99_009991
16106	faah-2	V3C99_009992
16109	faah-2	V3C99_009994
16111	pmk-1	V3C99_009995
16112	pmk-2	V3C99_009996
16113	NNNNNN	V3C99_009997
16114	NNNNNN	V3C99_009998
16115	isp-1	V3C99_009999
16116	sph-1	V3C99_010001
16117	moc-3	V3C99_010003
16118	ndub-11	V3C99_010004
16119	ceph-41	V3C99_010005
16120	pmp-4	V3C99_010006
16121	NNNNNN	V3C99_010008
16187	NNNNNN	V3C99_010024
16196	NNNNNN	V3C99_010030
16197	NNNNNN	V3C99_010030
16198	NNNNNN	V3C99_010031
16199	NNNNNN	V3C99_010031
16200	NNNNNN	V3C99_010034
16203	ced-5	V3C99_010045
16204	NNNNNN	V3C99_010046
16205	NNNNNN	V3C99_010047
16206	egl-21	V3C99_010048
16208	bgnt-1.1	V3C99_010049
16215	Y37E11AM.3	V3C99_010050
16216	NNNNNN	V3C99_010051
16217	NNNNNN	V3C99_010052
16218	NNNNNN	V3C99_010053
16220	Y43C5A.2	V3C99_010056
16221	C49C8.5	V3C99_010056
16222	nac-3	V3C99_010057
16223	NNNNNN	V3C99_010058
16224	NNNNNN	V3C99_010060
16251	NNNNNN	V3C99_010070
16252	mttu-1	V3C99_010071
16253	B0035.15	V3C99_010072
16254	T18D3.9	V3C99_010073
16256	NNNNNN	V3C99_010075
16257	sul-3	V3C99_010076
16258	NNNNNN	V3C99_010077
16259	C10C5.3	V3C99_010078
16260	C10C5.4	V3C99_010078
16261	C10C5.5	V3C99_010078
16262	C06A6.4	V3C99_010078
16263	Y55D9A.2	V3C99_010079
16264	C46C2.2	V3C99_010080
16265	praf-3	V3C99_010082
16275	nap-1	V3C99_010086
16277	NNNNNN	V3C99_010089
16282	K11H12.8	V3C99_010092
16283	K11H12.1	V3C99_010093
16284	rpl-15	V3C99_010094
16285	NNNNNN	V3C99_010095
16296	NNNNNN	V3C99_010101
16297	NNNNNN	V3C99_010125
16298	NNNNNN	V3C99_010126
16332	NNNNNN	V3C99_010137
16335	NNNNNN	V3C99_010139
16339	NNNNNN	V3C99_010140
16342	C50F7.6	V3C99_010141
16345	usp-4	V3C99_010148
16347	rpl-22	V3C99_010156
16349	pyp-1	V3C99_010158
16350	F11E6.8	V3C99_010161
16351	NNNNNN	V3C99_010162
16352	mel-46	V3C99_010163
16353	map-2	V3C99_010164
16354	NNNNNN	V3C99_010165
16360	NNNNNN	V3C99_010179
16362	set-23	V3C99_010180
16363	ced-2	V3C99_010181
16364	npp-8	V3C99_010182
16365	NNNNNN	V3C99_010183
16367	mppa-1	V3C99_010184
16368	sfa-1	V3C99_010185
16369	cyn-13	V3C99_010186
16370	uaf-2	V3C99_010187
16371	Y116A8C.30	V3C99_010189
16372	NNNNNN	V3C99_010192
16373	Y116A8C.27	V3C99_010193
16374	NNNNNN	V3C99_010195
16375	gkow-1	V3C99_010196
16376	pinn-4	V3C99_010197
16377	pgp-1	V3C99_010198
16379	hst-3.2	V3C99_010200
16380	NNNNNN	V3C99_010201
16381	NNNNNN	V3C99_010201
16386	NNNNNN	V3C99_010204
16401	NNNNNN	V3C99_010208
16403	NNNNNN	V3C99_010208
16405	C03A3.3	V3C99_010216
16442	C11D2.7	V3C99_010238
16443	C11D2.4	V3C99_010239
16444	NNNNNN	V3C99_010240
16448	NNNNNN	V3C99_010246
16449	klp-12	V3C99_010247
16450	NNNNNN	V3C99_010248
16451	lron-14	V3C99_010253
16452	lem-4	V3C99_010257
16453	tag-51	V3C99_010258
16454	F13E6.1	V3C99_010259
16455	NNNNNN	V3C99_010260
16456	NNNNNN	V3C99_010261
16457	uso-1	V3C99_010262
16458	nstp-4	V3C99_010263
16459	fezf-1	V3C99_010264
16460	rpl-29	V3C99_010266
16461	thoc-7	V3C99_010267
16462	NNNNNN	V3C99_010269
16464	NNNNNN	V3C99_010271
16465	mppb-1	V3C99_010272
16466	NNNNNN	V3C99_010273
16467	nas-6	V3C99_010275
16469	NNNNNN	V3C99_010276
16470	ogdh-1	V3C99_010277
16471	ogdh-1	V3C99_010278
16483	NNNNNN	V3C99_010279
16491	NNNNNN	V3C99_010281
16492	NNNNNN	V3C99_010282
16493	sulp-4	V3C99_010285
16494	sulp-5	V3C99_010285
16497	NNNNNN	V3C99_010287
16498	NNNNNN	V3C99_010289
16499	copb-2	V3C99_010290
16500	osgn-1	V3C99_010293
16501	clp-7	V3C99_010295
16504	NNNNNN	V3C99_010298
16505	mbk-2	V3C99_010299
16507	NNNNNN	V3C99_010305
16510	NNNNNN	V3C99_010305
16511	NNNNNN	V3C99_010305
16512	NNNNNN	V3C99_010305
16513	NNNNNN	V3C99_010305
16514	NNNNNN	V3C99_010305
16515	NNNNNN	V3C99_010305
16516	NNNNNN	V3C99_010305
16517	NNNNNN	V3C99_010305
16518	NNNNNN	V3C99_010305
16519	NNNNNN	V3C99_010305
16522	NNNNNN	V3C99_010306
16525	NNNNNN	V3C99_010306
16526	NNNNNN	V3C99_010306
16527	NNNNNN	V3C99_010306
16528	NNNNNN	V3C99_010306
16529	NNNNNN	V3C99_010306
16530	NNNNNN	V3C99_010306
16531	NNNNNN	V3C99_010306
16532	NNNNNN	V3C99_010306
16533	NNNNNN	V3C99_010306
16534	NNNNNN	V3C99_010306
16537	NNNNNN	V3C99_010308
16540	NNNNNN	V3C99_010308
16541	NNNNNN	V3C99_010308
16542	NNNNNN	V3C99_010308
16543	NNNNNN	V3C99_010308
16544	NNNNNN	V3C99_010308
16545	NNNNNN	V3C99_010308
16546	NNNNNN	V3C99_010308
16547	NNNNNN	V3C99_010308
16548	NNNNNN	V3C99_010308
16549	NNNNNN	V3C99_010308
16552	NNNNNN	V3C99_010310
16555	NNNNNN	V3C99_010310
16556	NNNNNN	V3C99_010310
16557	NNNNNN	V3C99_010310
16558	NNNNNN	V3C99_010310
16559	NNNNNN	V3C99_010310
16560	NNNNNN	V3C99_010310
16561	NNNNNN	V3C99_010310
16562	NNNNNN	V3C99_010310
16563	NNNNNN	V3C99_010310
16564	NNNNNN	V3C99_010310
16567	NNNNNN	V3C99_010311
16570	NNNNNN	V3C99_010311
16571	NNNNNN	V3C99_010311
16572	NNNNNN	V3C99_010311
16573	NNNNNN	V3C99_010311
16574	NNNNNN	V3C99_010311
16575	NNNNNN	V3C99_010311
16576	NNNNNN	V3C99_010311
16577	NNNNNN	V3C99_010311
16578	NNNNNN	V3C99_010311
16579	NNNNNN	V3C99_010311
16582	M02B1.3	V3C99_010316
16583	test-1	V3C99_010317
16584	NNNNNN	V3C99_010318
16586	C49H3.3	V3C99_010321
16587	xpo-3	V3C99_010322
16589	NNNNNN	V3C99_010323
16590	C49H3.4	V3C99_010324
16591	ntl-4	V3C99_010325
16592	npp-27	V3C99_010326
16593	C49H3.6	V3C99_010328
16594	rab-28	V3C99_010330
16595	fkh-7	V3C99_010331
16596	NNNNNN	V3C99_010332
16597	NNNNNN	V3C99_010333
16598	bec-1	V3C99_010334
16599	skn-1	V3C99_010335
16600	sknr-1	V3C99_010335
16601	xpo-2	V3C99_010336
16603	fcd-2	V3C99_010342
16606	NNNNNN	V3C99_010345
16607	NNNNNN	V3C99_010346
16609	Y73B6BL.31	V3C99_010347
16611	Y73B6BL.31	V3C99_010348
16612	Y69A2AR.31	V3C99_010349
16615	pcn-1	V3C99_010351
16619	Y94H6A.5	V3C99_010353
16620	NNNNNN	V3C99_010354
16621	NNNNNN	V3C99_010355
16623	hsp-3	V3C99_010357
16624	hsp-4	V3C99_010357
16628	tre-2	V3C99_010358
16629	NNNNNN	V3C99_010360
16630	R166.3	V3C99_010361
16631	NNNNNN	V3C99_010362
16632	NNNNNN	V3C99_010363
16633	fat-3	V3C99_010365
16634	pas-6	V3C99_010366
16635	F13B12.6	V3C99_010367
16636	rfk-1	V3C99_010368
16637	R10H10.7	V3C99_010368
16638	nfyb-1	V3C99_010369
16640	gln-3	V3C99_010370
16641	adk-1	V3C99_010370
16642	hlh-17	V3C99_010371
16643	hlh-31	V3C99_010371
16644	hlh-32	V3C99_010371
16646	NNNNNN	V3C99_010374
16647	dph-3	V3C99_010375
16648	dcaf-1	V3C99_010376
16649	best-9	V3C99_010377
16650	NNNNNN	V3C99_010378
16651	NNNNNN	V3C99_010379
16652	rabs-5	V3C99_010380
16653	dcaf-1	V3C99_010381
16654	dph-3	V3C99_010384
16655	NNNNNN	V3C99_010385
16658	NNNNNN	V3C99_010400
16659	lelo-2	V3C99_010401
16660	mys-1	V3C99_010406
16661	plp-1	V3C99_010409
16665	dgn-1	V3C99_010416
16668	NNNNNN	V3C99_010417
16669	daf-18	V3C99_010420
16670	garr-1	V3C99_010421
16671	NNNNNN	V3C99_010422
16672	rpl-11.1	V3C99_010423
16673	rpl-11.2	V3C99_010423
16674	rap-1	V3C99_010424
16675	F09E5.8	V3C99_010426
16676	exos-4.2	V3C99_010427
16679	dhs-30	V3C99_010432
16681	T25G12.13	V3C99_010432
16684	mrpl-1	V3C99_010436
16685	F33D4.4	V3C99_010437
16686	NNNNNN	V3C99_010441
16687	cap-1	V3C99_010442
16690	cyn-4	V3C99_010446
16691	NNNNNN	V3C99_010447
16692	NNNNNN	V3C99_010451
16693	NNNNNN	V3C99_010454
16696	NNNNNN	V3C99_010456
16699	NNNNNN	V3C99_010459
16700	NNNNNN	V3C99_010460
16702	NNNNNN	V3C99_010462
16704	NNNNNN	V3C99_010465
16705	NNNNNN	V3C99_010466
16707	tbc-14	V3C99_010468
16708	mes-2	V3C99_010469
16709	shc-2	V3C99_010470
16732	vig-1	V3C99_010479
16733	K05F1.6	V3C99_010480
16738	NNNNNN	V3C99_010481
16748	acly-2	V3C99_010482
16749	acly-1	V3C99_010482
16750	cchl-1	V3C99_010484
16751	cox-15	V3C99_010485
16752	moe-3	V3C99_010486
16754	oma-2	V3C99_010486
16758	gst-5	V3C99_010488
16759	gst-6	V3C99_010488
16760	gst-7	V3C99_010488
16761	gst-8	V3C99_010488
16762	gst-9	V3C99_010488
16778	gst-30	V3C99_010488
16784	gst-38	V3C99_010488
16786	kin-4	V3C99_010489
16787	vha-6	V3C99_010490
16789	cnep-1	V3C99_010493
16790	vha-6	V3C99_010494
16791	T04A8.7	V3C99_010495
16792	NNNNNN	V3C99_010500
16823	NNNNNN	V3C99_010504
16824	aakb-1	V3C99_010505
16826	NNNNNN	V3C99_010507
16827	hst-3.1	V3C99_010508
16828	Y17G7B.17	V3C99_010512
16829	pro-2	V3C99_010513
16831	stip-1	V3C99_010515
16832	flcn-1	V3C99_010517
16840	dnj-20	V3C99_010519
16841	ZK1307.8	V3C99_010520
16843	NNNNNN	V3C99_010522
16844	NNNNNN	V3C99_010523
16857	C23H4.6	V3C99_010532
16858	smc-6	V3C99_010532
16859	ints-7	V3C99_010534
16860	vab-23	V3C99_010536
16861	ZK930.2	V3C99_010537
16891	npr-41	V3C99_010539
16892	ras-1	V3C99_010541
16893	NNNNNN	V3C99_010542
16894	msh-5	V3C99_010543
16895	parn-2	V3C99_010544
16896	tric-1B.1	V3C99_010545
16897	tric-1B.2	V3C99_010546
16898	sgn-1	V3C99_010551
16916	F54C9.11	V3C99_010554
16917	F28C6.8	V3C99_010555
16918	spe-39	V3C99_010556
17081	mab-10	V3C99_010558
17093	ptc-3	V3C99_010569
17094	smg-8	V3C99_010570
17095	gpd-1	V3C99_010571
17096	gpd-2	V3C99_010571
17097	gpd-3	V3C99_010571
17098	gpd-4	V3C99_010571
17099	NNNNNN	V3C99_010572
17102	spin-2	V3C99_010574
17103	dab-1	V3C99_010575
17104	NNNNNN	V3C99_010576
17105	NNNNNN	V3C99_010577
17106	F27D9.2	V3C99_010578
17302	F27D9.2	V3C99_010582
17303	F27D9.2	V3C99_010583
17304	F27D9.2	V3C99_010584
17341	NNNNNN	V3C99_010590
17343	hsd-2	V3C99_010602
17344	hsd-3	V3C99_010602
17345	plpp-1.1	V3C99_010606
17347	T07D4.2	V3C99_010617
17348	pgam-5	V3C99_010618
17350	npp-21	V3C99_010619
17351	NNNNNN	V3C99_010620
17354	NNNNNN	V3C99_010621
17357	C55A6.3	V3C99_010623
17358	C55A6.4	V3C99_010623
17359	sdz-8	V3C99_010623
17360	C55A6.6	V3C99_010623
17361	C55A6.7	V3C99_010623
17362	F20G2.1	V3C99_010623
17367	NNNNNN	V3C99_010624
17368	ZK177.8	V3C99_010627
17369	ZK177.8	V3C99_010628
17370	ZK177.8	V3C99_010629
17371	alx-1	V3C99_010630
17373	NNNNNN	V3C99_010632
17375	NNNNNN	V3C99_010635
17379	NNNNNN	V3C99_010638
17380	F54A3.2	V3C99_010638
17381	cct-3	V3C99_010639
17383	F54A3.5	V3C99_010641
17384	Y59C2A.1	V3C99_010642
17385	ndub-3	V3C99_010643
17386	sftd-3	V3C99_010644
17387	NNNNNN	V3C99_010645
17388	NNNNNN	V3C99_010646
17391	pah-1	V3C99_010648
17393	rhgf-2	V3C99_010649
17394	cdc-48.1	V3C99_010650
17395	cdc-48.2	V3C99_010650
17396	mnk-1	V3C99_010651
17397	NNNNNN	V3C99_010652
17398	NNNNNN	V3C99_010653
17399	NNNNNN	V3C99_010654
17406	pmp-5	V3C99_010658
17407	NNNNNN	V3C99_010659
17408	NNNNNN	V3C99_010660
17409	fzy-1	V3C99_010661
17410	VM106R.1	V3C99_010662
17411	mix-1	V3C99_010663
17412	mpz-1	V3C99_010664
17416	NNNNNN	V3C99_010666
17417	pkc-3	V3C99_010667
17419	xrn-1	V3C99_010670
17420	lin-31	V3C99_010673
17421	NNNNNN	V3C99_010674
17422	mtr-4	V3C99_010675
17423	NNNNNN	V3C99_010676
17425	NNNNNN	V3C99_010679
17426	NNNNNN	V3C99_010680
17427	NNNNNN	V3C99_010681
17434	pri-1	V3C99_010682
17435	T24C4.5	V3C99_010682
17436	F46C5.6	V3C99_010683
17437	agxt-1	V3C99_010684
17438	W02B12.1	V3C99_010685
17441	rpoa-1	V3C99_010686
17443	NNNNNN	V3C99_010689
17444	NNNNNN	V3C99_010691
17445	clr-1	V3C99_010692
17446	fut-1	V3C99_010696
17447	sro-1	V3C99_010699
17448	NNNNNN	V3C99_010700
17471	F13H8.11	V3C99_010711
17473	NNNNNN	V3C99_010713
17474	NNNNNN	V3C99_010714
17475	F35C11.4	V3C99_010716
17476	NNNNNN	V3C99_010716
17477	sir-2.2	V3C99_010717
17478	sir-2.3	V3C99_010717
17479	NNNNNN	V3C99_010718
17480	NNNNNN	V3C99_010719
17481	NNNNNN	V3C99_010720
17482	rpt-4	V3C99_010721
17483	epi-1	V3C99_010722
17487	F32D1.3	V3C99_010724
17489	NNNNNN	V3C99_010726
17490	F32D1.3	V3C99_010728
17494	NNNNNN	V3C99_010732
17496	ran-5	V3C99_010735
17497	gldc-1	V3C99_010736
17498	efhd-1	V3C99_010737
17499	NNNNNN	V3C99_010738
17504	mel-11	V3C99_010742
17505	mel-11	V3C99_010744
17508	NNNNNN	V3C99_010746
17509	NNNNNN	V3C99_010747
17510	dsh-1	V3C99_010748
17511	NNNNNN	V3C99_010749
17514	nmgp-1	V3C99_010751
17515	NNNNNN	V3C99_010752
17516	phb-2	V3C99_010753
17517	Y48C3A.20	V3C99_010754
17518	Y48C3A.14	V3C99_010755
17519	lin-42	V3C99_010756
17520	F53A10.2	V3C99_010757
17521	spds-1	V3C99_010760
17522	Y46G5A.18	V3C99_010762
17523	cpt-1	V3C99_010763
17524	alkb-7	V3C99_010764
17527	K11C4.1	V3C99_010765
17529	NNNNNN	V3C99_010767
17530	NNNNNN	V3C99_010779
17536	NNNNNN	V3C99_010781
17538	NNNNNN	V3C99_010782
17539	evl-20	V3C99_010784
17540	eif-3.G	V3C99_010785
17545	elof-1	V3C99_010788
17546	Y54G11A.17	V3C99_010789
17547	lin-7	V3C99_010790
17548	Y54G11A.9	V3C99_010791
17549	ddl-3	V3C99_010792
17550	NNNNNN	V3C99_010793
17553	rpl-36.A	V3C99_010796
17554	hcp-6	V3C99_010797
17556	ipla-1	V3C99_010808
17557	coa-3	V3C99_010809
17558	msra-1	V3C99_010810
17559	insc-1	V3C99_010811
17560	NNNNNN	V3C99_010812
17565	ndub-8	V3C99_010815
17566	ing-3	V3C99_010816
17567	hda-10	V3C99_010817
17568	NNNNNN	V3C99_010819
17569	NNNNNN	V3C99_010819
17570	cog-1	V3C99_010821
17572	hda-5	V3C99_010823
17574	patr-1	V3C99_010824
17575	NNNNNN	V3C99_010825
17576	eif-3.B	V3C99_010826
17577	NNNNNN	V3C99_010827
17578	NNNNNN	V3C99_010828
17602	NNNNNN	V3C99_010830
17603	klp-3	V3C99_010831
17604	arrd-6	V3C99_010832
17605	NNNNNN	V3C99_010833
17606	NNNNNN	V3C99_010834
17608	NNNNNN	V3C99_010837
17611	NNNNNN	V3C99_010838
17613	rpl-32	V3C99_010841
17614	tag-151	V3C99_010847
17615	Y53F4B.21	V3C99_010848
17616	NNNNNN	V3C99_010849
17618	NNNNNN	V3C99_010850
17619	NNNNNN	V3C99_010851
17620	jmjd-2	V3C99_010852
17621	men-1	V3C99_010853
17623	Y48B6A.13	V3C99_010855
17624	pinn-1	V3C99_010856
17625	NNNNNN	V3C99_010857
17626	NNNNNN	V3C99_010858
17627	mks-2	V3C99_010859
17628	NNNNNN	V3C99_010860
17629	trpp-5	V3C99_010861
17630	polg-1	V3C99_010862
17631	dnj-9	V3C99_010865
17632	F11G11.5	V3C99_010866
17635	npr-31	V3C99_010869
17636	NNNNNN	V3C99_010871
17642	fust-1	V3C99_010874
17644	tdc-1	V3C99_010875
17645	NNNNNN	V3C99_010878
17646	NNNNNN	V3C99_010879
17647	NNNNNN	V3C99_010880
17649	NNNNNN	V3C99_010882
17650	NNNNNN	V3C99_010882
17651	dep-1	V3C99_010883
17652	pink-1	V3C99_010885
17653	brap-2	V3C99_010886
17654	NNNNNN	V3C99_010887
17655	aka-1	V3C99_010891
17656	ubc-6	V3C99_010892
17657	lin-61	V3C99_010893
17659	NNNNNN	V3C99_010894
17660	Y48C3A.18	V3C99_010896
17662	piga-1	V3C99_010897
17663	atg-10	V3C99_010898
17664	vab-9	V3C99_010899
17665	NNNNNN	V3C99_010900
17667	NNNNNN	V3C99_010901
17669	NNNNNN	V3C99_010902
17671	NNNNNN	V3C99_010903
17677	NNNNNN	V3C99_010904
17680	eif-2Bepsilon	V3C99_010909
17681	etc-1	V3C99_010910
17682	gldi-7	V3C99_010911
17684	srgp-1	V3C99_010913
17685	C30B5.2	V3C99_010914
17686	NNNNNN	V3C99_010916
17698	hlh-6	V3C99_010917
17699	B0334.4	V3C99_010919
17700	metr-1	V3C99_010919
17701	B0334.5	V3C99_010921
17703	NNNNNN	V3C99_010922
17704	spv-1	V3C99_010924
17705	zipt-2.3	V3C99_010925
17706	NNNNNN	V3C99_010926
18090	NNNNNN	V3C99_010939
18091	algn-3	V3C99_010940
18092	cacn-1	V3C99_010941
18093	NNNNNN	V3C99_010942
18094	alh-7	V3C99_010943
18095	NNNNNN	V3C99_010944
18096	NNNNNN	V3C99_010946
18097	NNNNNN	V3C99_010947
18099	best-23	V3C99_010948
18100	smc-3	V3C99_010949
18101	vps-15	V3C99_010950
18102	NNNNNN	V3C99_010951
18104	pbs-6	V3C99_010954
18105	laf-1	V3C99_010955
18107	C54C6.6	V3C99_010957
18108	otub-3	V3C99_010958
18109	vhp-1	V3C99_010959
18110	mig-5	V3C99_010960
18111	cct-1	V3C99_010961
18112	NNNNNN	V3C99_010962
18113	eif-3.L	V3C99_010963
18114	clec-87	V3C99_010966
18116	clec-91	V3C99_010966
18117	NNNNNN	V3C99_010966
18118	clec-88	V3C99_010966
18120	NNNNNN	V3C99_010969
18121	suca-1	V3C99_010971
18122	NNNNNN	V3C99_010975
18123	R53.4	V3C99_010976
18124	dtmk-1	V3C99_010977
18125	egl-43	V3C99_010978
18126	NNNNNN	V3C99_010979
18127	B0432.8	V3C99_010980
18128	trul-1	V3C99_010981
18129	R06F6.8	V3C99_010982
18132	NNNNNN	V3C99_010983
18133	NNNNNN	V3C99_010983
18134	NNNNNN	V3C99_010985
18135	acr-14	V3C99_010986
18136	NNNNNN	V3C99_010987
18138	NNNNNN	V3C99_010989
18140	srpa-72	V3C99_010991
18174	cey-1	V3C99_010995
18175	nmy-2	V3C99_010996
18176	NNNNNN	V3C99_010998
18177	gpcp-2	V3C99_011000
18178	NNNNNN	V3C99_011005
18179	mfsd-10	V3C99_011006
18180	NNNNNN	V3C99_011007
18182	ifb-1	V3C99_011011
18183	dhcr-24	V3C99_011012
18188	decr-1.1	V3C99_011015
18191	suf-1	V3C99_011017
18192	rpl-26	V3C99_011019
18193	cpf-1	V3C99_011020
18194	NNNNNN	V3C99_011021
18195	pigg-1	V3C99_011022
18196	prp-9	V3C99_011023
18198	F22B5.10	V3C99_011025
18199	fars-3	V3C99_011026
18201	hacl-1	V3C99_011030
18203	NNNNNN	V3C99_011033
18204	W10D9.3	V3C99_011034
18205	pole-4	V3C99_011035
18206	oct-2	V3C99_011036
18207	pch-2	V3C99_011037
18208	ctns-1	V3C99_011038
18209	F10B5.2	V3C99_011039
18210	tub-1	V3C99_011040
18212	tmem-138	V3C99_011041
18213	gsy-1	V3C99_011042
18214	C33F10.14	V3C99_011043
18215	tub-1	V3C99_011045
18217	tmem-138	V3C99_011046
18218	C33F10.14	V3C99_011047
18219	C33F10.14	V3C99_011048
18220	dgk-5	V3C99_011050
18222	NNNNNN	V3C99_011052
18223	K02F3.2	V3C99_011053
18228	hsp-16.41	V3C99_011055
18229	hsp-16.48	V3C99_011055
18230	hsp-16.49	V3C99_011055
18231	klp-7	V3C99_011056
18232	NNNNNN	V3C99_011057
18233	nphp-1	V3C99_011058
18234	NNNNNN	V3C99_011059
18235	tsp-17	V3C99_011061
18236	snu-13	V3C99_011062
18237	rsp-7	V3C99_011063
18238	mecr-1	V3C99_011064
18239	mecr-1	V3C99_011065
18241	ruvb-2	V3C99_011066
18243	spsb-1	V3C99_011069
18244	Y54G11A.2	V3C99_011071
18245	tomm-40	V3C99_011072
18246	NNNNNN	V3C99_011073
18248	smc-5	V3C99_011077
18249	NNNNNN	V3C99_011078
18250	NNNNNN	V3C99_011079
18251	cwn-1	V3C99_011080
18252	NNNNNN	V3C99_011081
18253	T24B8.7	V3C99_011082
18254	chmp-7	V3C99_011083
18255	C06A8.6	V3C99_011084
18256	cki-2	V3C99_011085
18257	NNNNNN	V3C99_011086
18258	NNNNNN	V3C99_011087
18259	NNNNNN	V3C99_011088
18263	NNNNNN	V3C99_011093
18286	B0252.3	V3C99_011097
18287	asm-1	V3C99_011098
18290	NNNNNN	V3C99_011102
18291	NNNNNN	V3C99_011103
18292	NNNNNN	V3C99_011104
18293	NNNNNN	V3C99_011105
18294	glt-1	V3C99_011106
18295	zfp-2	V3C99_011107
18296	zfp-2	V3C99_011109
18325	NNNNNN	V3C99_011116
18326	aly-1	V3C99_011118
18327	aly-2	V3C99_011118
18328	aly-3	V3C99_011118
18330	NNNNNN	V3C99_011119
18331	ptp-2	V3C99_011120
18332	NNNNNN	V3C99_011121
18333	NNNNNN	V3C99_011122
18335	E02H1.1	V3C99_011126
18336	snt-6	V3C99_011130
18337	NNNNNN	V3C99_011131
18338	mksr-1	V3C99_011135
18339	F58F12.1	V3C99_011137
18341	NNNNNN	V3C99_011139
18342	tab-1	V3C99_011141
18343	pfd-6	V3C99_011142
18344	NNNNNN	V3C99_011144
18345	K02C4.3	V3C99_011145
18346	Y17G7B.18	V3C99_011146
18347	NNNNNN	V3C99_011147
18348	shk-1	V3C99_011148
18349	aqp-10	V3C99_011149
18352	clh-2	V3C99_011154
18353	ndub-2	V3C99_011157
